1;arms_factory;4334.00;10.70;1951.00;0.78;0
1;arms_factory;4387.00;10.28;1960.00;2.34;0
1;arms_factory;4596.00;9.88;1935.00;0.18;0
1;arms_factory;4579.00;11.38;1998.00;2.84;0
1;arms_factory;4602.00;11.68;1984.00;5.50;0
1;arms_factory;4783.00;10.88;1997.00;2.24;0
1;industrial_complex;4450.00;11.23;1943.00;3.45;0
1;industrial_complex;4325.00;10.90;1869.00;1.29;0
1;industrial_complex;4226.00;11.68;1863.00;2.85;0
1;industrial_complex;4759.00;9.90;1873.00;5.51;0
1;industrial_complex;4613.00;10.18;2036.00;1.90;0
1;industrial_complex;4571.00;11.30;1999.00;6.02;0
1;air_base;4614.00;11.30;1740.00;6.12;0
1;supply_node;4770.00;10.38;2017.00;6.20;0
1;supply_node;4688.00;10.40;1796.00;1.39;0
1;supply_node;4509.00;12.35;1776.00;5.43;0
1;supply_node;4374.00;10.30;1952.00;0.63;0
1;supply_node;4262.00;10.73;1804.00;3.57;0
1;supply_node;4466.00;11.80;1904.00;1.33;0
1;supply_node;4786.00;11.30;1921.00;2.80;0
1;supply_node;4367.00;10.43;1853.00;5.74;0
1;supply_node;4473.00;11.90;1819.00;2.04;0
1;supply_node;4433.00;10.88;1956.00;4.98;0
1;supply_node;4515.00;10.30;2001.00;1.63;0
1;supply_node;4539.00;10.95;1938.00;4.21;0
1;supply_node;4753.00;9.80;1872.00;0.87;0
1;supply_node;4270.00;10.50;1945.00;2.34;0
1;supply_node;4404.00;10.80;1813.00;0.10;0
1;supply_node;4609.00;11.05;1734.00;3.04;0
1;supply_node;4617.00;10.85;1965.00;4.52;0
1;supply_node;4638.00;11.38;1890.00;2.27;0
1;supply_node;4610.00;11.10;1838.00;3.75;0
1;supply_node;4297.00;10.40;1866.00;0.41;0
1;supply_node;4340.00;11.25;1746.00;4.45;0
1;supply_node;4703.00;10.73;1898.00;5.93;0
1;supply_node;4594.00;10.07;2028.00;2.58;0
1;supply_node;4583.00;11.10;1907.00;5.16;0
1;supply_node;4694.00;9.70;2008.00;1.82;0
1;supply_node;4542.00;11.68;1724.00;3.29;0
1;supply_node;4786.00;11.05;1971.00;1.05;0
1;supply_node;4556.00;10.73;1822.00;3.99;0
1;supply_node;4520.00;11.70;1868.00;5.47;0
1;supply_node;4240.00;11.38;1858.00;2.12;0
1;supply_node;4326.00;10.40;1806.00;4.71;0
1;supply_node;4336.00;11.62;1911.00;1.36;0
1;supply_node;4729.00;9.98;1961.00;4.29;0
1;supply_node;4443.00;11.50;1766.00;0.59;0
1;supply_node;4645.00;9.82;2021.00;3.53;0
1;supply_node;4394.00;11.35;1746.00;5.01;0
1;supply_node;4486.00;10.30;1958.00;2.76;0
1;supply_node;4671.00;10.15;1947.00;5.70;0
1;supply_node;4635.00;11.45;1787.00;0.90;0
1;supply_node;4318.00;10.57;1965.00;4.94;0
1;supply_node;4402.00;11.75;1907.00;0.13;0
1;supply_node;4534.00;10.85;2035.00;3.07;0
1;supply_node;4727.00;9.73;2033.00;0.83;0
1;supply_node;4276.00;10.38;1990.00;2.31;0
1;supply_node;4570.00;11.15;1991.00;5.24;0
1;supply_node;4233.00;10.10;1914.00;1.55;0
1;supply_node;4435.00;11.80;1860.00;4.48;0
1;supply_node;4676.00;12.80;1849.00;1.13;0
1;supply_node;4730.00;9.93;1822.00;3.71;0
1;supply_node;4575.00;10.90;1771.00;0.37;0
1;naval_base;4457.00;9.75;1988.00;-3.80;2689
1;naval_base;4230.00;9.78;1930.00;-2.70;2715
1;naval_base;4802.00;9.80;2025.00;-3.67;2448
1;naval_base;4398.00;9.82;1970.00;-3.31;2395
1;naval_base;4278.00;9.57;2005.00;-2.90;2495
1;naval_base;4240.00;9.50;1977.00;-2.40;2706
1;naval_base;4492.00;9.50;2038.00;-2.12;2689
1;naval_base;4460.00;9.53;1989.00;-2.64;2689
1;naval_base;4306.00;9.80;1994.00;-2.99;2495
1;naval_base;4489.00;9.50;2045.00;-1.78;2689
1;naval_base;4753.00;9.80;2046.00;-4.26;2448
1;bunker;4752.00;11.23;1936.00;5.88;0
1;bunker;4684.00;11.10;1813.00;3.73;0
1;bunker;4654.00;10.00;2021.00;3.83;0
1;bunker;4702.00;9.90;2018.00;1.67;0
1;bunker;4238.00;10.00;1928.00;4.33;0
1;bunker;4430.00;11.53;1932.00;0.71;0
1;bunker;4666.00;11.55;1835.00;3.73;0
1;bunker;4562.00;10.90;1906.00;0.11;0
1;bunker;4614.00;10.65;2027.00;2.78;0
1;bunker;4623.00;10.55;1931.00;5.44;0
1;bunker;4669.00;10.70;1926.00;2.17;0
1;bunker;4358.00;10.93;1744.00;4.84;0
1;bunker;4328.00;10.48;1790.00;1.23;0
1;bunker;4634.00;11.15;1909.00;2.78;0
1;bunker;4232.00;11.82;1827.00;0.62;0
1;bunker;4557.00;11.25;1718.00;1.83;0
1;bunker;4564.00;10.12;2032.00;5.95;0
1;bunker;4558.00;10.10;1843.00;2.68;0
1;bunker;4488.00;11.88;1911.00;3.90;0
1;bunker;4613.00;11.28;1853.00;1.73;0
1;bunker;4690.00;11.78;1878.00;4.40;0
1;bunker;4395.00;11.65;1913.00;5.96;0
1;bunker;4245.00;10.60;1816.00;2.34;0
1;bunker;4461.00;10.10;1978.00;0.18;0
1;bunker;4749.00;9.88;1833.00;1.39;0
1;bunker;4767.00;10.38;1983.00;4.40;0
1;bunker;4423.00;11.25;1833.00;0.79;0
1;bunker;4372.00;10.03;1830.00;4.91;0
1;bunker;4384.00;10.50;1949.00;0.18;0
1;bunker;4796.00;10.43;2011.00;2.85;0
1;bunker;4545.00;11.53;1780.00;0.69;0
1;bunker;4604.00;11.40;1998.00;1.90;0
1;bunker;4472.00;11.65;1867.00;4.91;0
1;bunker;4555.00;10.55;1951.00;1.29;0
1;bunker;4326.00;10.90;1867.00;3.96;0
